segment_id,timestamp_micros,id_interno,object_type,box_center_x,box_center_y,box_center_z,box_length,box_width,box_height,speed_mps,num_lidar_points,weather,time_of_day,detection_difficulty,sensor_version
seg_0017,1691425006300000,det_0035616,VEHICLE,32.129,-13.446,0.953,4.523,1.965,1.864,17.558,54,sunny,Day,LEVEL_1,v2.0.1
seg_0128,1694200014700000,det_0031469,VEHICLE,25.309,12.277,0.167,4.497,1.646,1.550,10.045,88,Sunny,Day,LEVEL_2,v2.0.1
seg_0103,1693575014700000,det_0020717,VEHICLE,33.357,0.497,0.239,4.036,2.026,1.806,0.355,69,sunny,Day,LEVEL_1,v2.0.1
seg_0050,1692250014400000,det_0038056,VEHICLE,16.782,14.849,0.976,5.168,1.907,1.886,13.221,123,sunny,Night,LEVEL_1,v2.0.1
seg_0028,1691700002400000,det_0039768,PEDESTRIAN,5.364,-0.481,1.500,0.873,0.631,1.869,0.580,423,Sunny,Day,LEVEL_2,v2.0.1
seg_0080,1693000004500000,det_0003391,VEHICLE,37.888,4.597,0.114,3.339,1.886,1.441,17.870,43,,Night,LEVEL_1,v2.0.1
seg_0021,1691525018800000,det_0031506,SIGN,-11.025,1.936,0.455,0.296,0.215,2.015,0.000,220,SUNNY,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0115,1693875017500000,det_0034490,SIGN,45.550,22.379,0.975,0.494,0.470,2.060,0.000,31,RAIN ,Night,LEVEL_1,v2.0.1
seg_0039,1691975015900000,det_0016405,VEHICLE,33.912,14.178,1.202,4.694,1.568,2.151,12.858,63,,Day,LEVEL_1,v2.0.1
seg_0129,1694225014500000,det_0033197,VEHICLE,33.214,0.385,1.080,15.483,2.500,3.436,11.966,59,rain,Night,LEVEL_1,v2.0.1
seg_0029,1691725012600000,det_0006632,PEDESTRIAN,-12.903,23.134,0.244,0.866,0.634,1.803,1.298,95,rain,Day,LEVEL_1,v2.0.1
seg_0097,1693425003300000,det_0017179,VEHICLE,57.112,-0.399,0.951,3.727,2.100,1.227,,22,soleado,Day,LEVEL_2,v2.0.1
seg_0099,1693475010400000,det_0035744,VEHICLE,18.605,-2.447,1.139,4.815,1.762,1.235,11.714,147,Sunny,Night,LEVEL_1,v2.0.1
seg_0104,1693600013100000,det_0003611,VEHICLE,35.540,-12.039,0.667,4.088,2.131,1.602,11.677,52,soleado,Day,LEVEL_1,v2.0.1
seg_0060,1692500016500000,det_0025862,PEDESTRIAN,0.774,-2.145,1.930,0.740,0.691,1.929,1.634,657,soleado,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0086,1693150009600000,det_0035435,VEHICLE,-8.743,11.348,0.847,4.120,1.962,1.391,17.367,178,rain,Day,LEVEL_1,v2.0.1
seg_0010,1691250013800000,det_0006801,VEHICLE,21.171,5.229,1.087,5.130,1.922,1.611,21.860,107,sunny,Night,LEVEL_1,v2.0.1
seg_0144,1694600009200000,det_0012168,PEDESTRIAN,34.757,10.719,1.222,0.895,0.848,1.683,0.352,51,RAIN ,Day,LEVEL_1,v2.0.1
seg_0043,1692075003000000,det_0002218,VEHICLE,13.949,-5.948,1.133,5.126,1.914,1.528,17.803,189,fog,Day,LEVEL_1,v2.0.1
seg_0041,1692025009500000,det_0034658,SIGN,-0.457,-22.491,1.253,0.455,0.490,2.029,0.000,98,sunny,Day,LEVEL_2,v2.0.1
seg_0032,1691800014000000,det_0014526,Pedestrian,43.314,3.513,1.015,0.956,0.802,1.692,1.377,54,sunny,Day,LEVEL_1,v2.0.1
seg_0019,1691475011300000,det_0007575,PEDESTRIAN,35.989,-16.134,1.346,0.634,1.050,1.827,1.037,62,sunny,Day,LEVEL_1,v2.0.1
seg_0094,1693350017000000,det_0020158,VEHICLE,6.438,-19.501,1.292,4.896,2.217,1.758,11.036,140,rain,Day,LEVEL_1,v2.0.1
seg_0089,1693225001700000,det_0001790,VEHICLE,-15.792,25.302,0.870,4.634,1.653,1.540,14.225,77,,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0129,1694225017900000,det_0036874,PEATON,58.628,-14.683,0.880,0.854,0.879,1.420,2.011,26,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0098,1693450005700000,det_0015602,PEDESTRIAN,40.474,15.268,0.756,1.377,0.792,1.577,2.170,45,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0033,1691825002300000,det_0033441,PEDESTRIAN,12.507,4.612,0.878,0.888,0.639,1.865,0.851,199,sunny,Dawn/Dusk,LEVEL_2,v2.0.1
seg_0068,1692700009500000,det_0020680,VEHICLE,-2.626,-4.487,0.732,4.578,1.788,1.320,13.781,449,SUNNY,Day,LEVEL_1,v2.0.1
seg_0029,1691725003500000,det_0017519,VEHICLE,-21.737,-12.835,0.989,5.263,1.633,1.583,3.881,98,Sunny,Day,LEVEL_1,v2.0.1
seg_0008,1691200015600000,det_0030968,VEHICLE,-18.485,-4.397,0.742,4.966,2.252,1.719,9.154,147,fog,Night,LEVEL_1,v2.0.1
seg_0014,1691350002300000,det_0031950,PEDESTRIAN,-24.169,-0.585,0.417,1.009,0.897,1.871,1.278,88,sunny,Night,LEVEL_1,v2.0.1
seg_0023,1691575004400000,det_0002007,SIGN,12.108,-10.808,1.142,0.316,0.380,2.225,0.000,-1,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0092,1693300012800000,det_0037855,VEHICLE,29.882,-12.032,0.919,3.886,1.875,1.647,16.675,63, rain,Day,LEVEL_1,v2.0.1
seg_0135,1694375016100000,det_0031583,VEHICLE,18.483,5.226,0.302,4.296,2.179,1.705,4.191,115,Sunny,Day,LEVEL_1,v2.0.1
seg_0016,1691400001100000,det_0017388,VEHICLE,37.020,12.954,0.818,5.200,1.377,1.853,,-1, rain,Day,LEVEL_2,v2.0.1
seg_0034,1691850014000000,det_0006162,VEHICLE,10.895,-24.061,1.301,3.197,1.686,1.713,9.760,94,SUNNY,Night,LEVEL_1,v2.0.1
seg_0070,1692750019400000,det_0028357,VEHICLE,3.802,-10.937,1.172,3.447,2.017,1.373,12.021,220,sunny,Day,LEVEL_1,v2.0.1
seg_0019,1691475000600000,det_0002005,VEHICLE,45.489,29.170,1.270,3.435,1.853,1.330,3.169,33,sunny,Night,LEVEL_1,v2.0.1
seg_0053,1692325012900000,det_0034666,PEDESTRIAN,-3.105,16.047,1.439,1.030,0.850,1.523,1.234,155,rain,Day,LEVEL_1,v2.0.1
seg_0094,1693350017700000,det_0019910,VEHICLE,9.860,-16.412,0.806,4.832,1.904,1.917,6.339,137,sunny,Day,LEVEL_1,v2.0.1
seg_0050,1692250019400000,det_0021204,VEHICLE,26.551,4.799,0.834,4.258,1.870,1.858,16.609,81,rain,Day,LEVEL_2,v2.0.1
seg_0100,1693500008700000,det_0030945,PEDESTRIAN,35.860,15.042,1.006,1.036,0.787,1.755,,56,sunny,Day,LEVEL_2,v2.0.1
seg_0152,1694800005900000,det_0027829,Pedestrian,45.030,-10.869,0.768,0.947,0.557,1.850,1.092,44,sunny,Night,LEVEL_2,v2.0.1
seg_0004,1691100002100000,det_0023558,VEHICLE,28.765,14.827,1.502,5.074,2.197,1.187,14.711,73,sunny,Day,LEVEL_1,v2.0.1
seg_0068,1692700008200000,det_0003980,VEHICLE,4.796,-18.146,0.929,5.192,2.063,1.783,3.739,142,RAIN ,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0056,1692400007200000,det_0005045,CYCLIST,49.995,5.506,0.682,1.815,0.769,1.698,1.729,46,sunny,Day,LEVEL_1,v2.0.1
seg_0025,1691625009300000,det_0030571,VEHICLE,-3.937,-8.383,0.718,4.797,1.906,1.280,2.522,289,sunny,Day,LEVEL_1,v2.0.1
seg_0027,1691675001600000,det_0032238,PEATON,23.717,18.587,0.376,1.152,0.771,1.710,1.811,76,sunny,Day,LEVEL_1,v2.0.1
seg_0034,1691850018300000,det_0003470,VEHICLE,-4.175,0.554,1.231,4.979,1.771,1.513,7.393,463,rain,Night,LEVEL_1,v2.0.1
seg_0152,1694800000000000,det_0009316,PEDESTRIAN,22.852,-17.547,0.329,1.166,0.771,1.799,0.839,65,RAIN ,Night,LEVEL_1,v2.0.1
seg_0096,1693400005900000,det_0001110,VEHICLE,22.976,6.127,0.411,3.875,1.746,1.273,19.750,96,Sunny,Day,LEVEL_1,v2.0.1
seg_0135,1694375014200000,det_0015040,VEHICLE,43.550,-16.423,0.204,3.167,2.159,1.674,8.981,-1,sunny,Day,LEVEL_1,v2.0.1
seg_0112,1693800011500000,det_0026825,Pedestrian,27.125,-15.506,0.946,0.804,0.610,1.512,1.160,59,sunny,Day,LEVEL_1,v2.0.1
seg_0060,1692500018900000,det_0019466,VEHICLE,4.053,0.358,0.441,4.826,1.974,1.700,11.569,487,soleado,Day,LEVEL_1,v2.0.1
seg_0150,1694750013700000,det_0021248,PEDESTRIAN,8.569,-31.799,0.650,1.048,0.801,1.551,1.503,62,sunny,Day,LEVEL_1,v2.0.1
seg_0021,1691525018000000,det_0015317,VEHICLE,26.344,15.209,1.361,4.010,1.854,1.525,13.510,74,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0117,1693925009300000,det_0007161,VEHICLE,19.152,-3.324,1.288,5.223,1.829,1.673,0.262,145,Sunny,Day,LEVEL_1,v2.0.1
seg_0014,1691350016200000,det_0010939,VEHICLE,7.999,-4.232,0.198,12.258,2.725,3.013,2.740,291,sunny,Day,LEVEL_2,v2.0.1
seg_0056,1692400018700000,det_0007650,VEHICLE,-14.827,11.737,1.456,5.365,1.954,1.450,,133,sunny,Night,LEVEL_2,v2.0.1
seg_0144,1694600015400000,det_0010588,VEHICLE,28.957,8.304,0.170,5.511,1.922,1.430,7.219,81,rain,Day,LEVEL_2,v2.0.1
seg_0039,1691975000100000,det_0005557,PEDESTRIAN,33.269,-0.293,0.894,1.245,0.974,1.612,1.144,64,sunny,Day,LEVEL_1,v2.0.1
seg_0101,1693525017800000,det_0038948,VEHICLE,26.728,15.652,1.042,5.236,1.718,1.295,0.688,67,sunny,Day,LEVEL_1,v2.0.1
seg_0141,1694525000900000,det_0033648,VEHICLE,48.104,0.530,0.419,4.128,2.209,1.399,9.256,44,sunny,Day,LEVEL_1,v2.0.1
seg_0133,1694325005400000,det_0003904,SIGN,-4.605,-4.628,0.796,0.440,0.435,2.132,0.000,400,sunny,Day,LEVEL_1,v2.0.1
seg_0045,1692125001300000,det_0010334,VEHICLE,0.726,-5.833,1.539,4.485,1.828,1.778,18.411,357,sunny,Day,LEVEL_1,v2.0.1
seg_0014,1691350007300000,det_0020210,VEHICLE,0.785,-5.006,1.077,5.091,1.923,1.379,8.431,-1,,Day,LEVEL_1,v2.0.1
seg_0114,N/D,det_0031231,VEHICLE,8.525,-9.155,0.489,4.473,1.485,1.644,7.896,243,sunny,Day,LEVEL_1,v2.0.1
seg_0064,1692600010500000,det_0028316,PEDESTRIAN,29.033,8.249,0.924,0.557,0.754,1.668,0.441,84,sunny,Day,LEVEL_1,v2.0.1
seg_0023,1691575008900000,det_0017526,PEDESTRIAN,44.337,12.364,0.155,1.168,0.894,1.726,1.142,39,sunny,Day,LEVEL_1,v2.0.1
seg_0104,1693600013000000,det_0035589,VEHICLE,51.461,18.764,0.638,4.457,2.027,1.624,6.977,21, rain,Day,LEVEL_2,v2.0.1
seg_0078,1692950019000000,det_0039930,SIGN,60.758,3.741,1.693,0.343,0.346,2.071,0.000,30,sunny,Day,LEVEL_1,v2.0.1
seg_0033,1691825007700000,det_0003475,VEHICLE,11.450,15.650,0.364,5.304,1.891,1.618,7.803,137,sunny,Night,LEVEL_1,v2.0.1
seg_0137,1694425012100000,det_0011467,SIGN,8.888,29.714,0.954,0.338,0.500,2.070,0.000,57,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0045,1692125013700000,det_0038177,VEHICLE,52.482,13.161,1.726,4.302,2.374,1.666,16.731,33,sunny,Day,LEVEL_1,v2.0.1
seg_0101,1693525017600000,det_0024555,PEDESTRIAN,-6.782,9.490,0.011,1.103,0.887,1.783,1.671,232,soleado,Day,LEVEL_1,v2.0.1
seg_0135,1694375001500000,det_0023869,CYCLIST,19.228,3.954,0.356,1.792,0.913,1.590,5.401,135,sunny,Day,LEVEL_1,v2.0.1
seg_0116,1693900014400000,det_0004771,VEHICLE,25.256,-11.666,0.982,4.536,1.816,1.533,11.410,73,sunny,Night,LEVEL_1,v2.0.1
seg_0137,1694425016600000,det_0013679,VEHICLE,7.404,-11.501,0.768,6.016,1.655,1.760,7.658,198,sunny,Day,LEVEL_1,v2.0.1
seg_0128,1694200017400000,det_0012477,VEHICLE,-12.003,4.217,1.307,4.797,1.968,1.995,13.580,229,soleado,Day,LEVEL_1,v2.0.1
seg_0018,1691450007600000,det_0009282,VEHICLE,8.776,6.956,0.869,5.153,2.017,1.638,2.497,269,fog,Day,LEVEL_1,v2.0.1
seg_0033,1691825019800000,det_0025094,PEDESTRIAN,53.906,0.489,0.793,0.755,0.863,1.675,1.689,20,sunny,Day,LEVEL_2,v2.0.1
seg_0035,1691875012400000,det_0013119,PEDESTRIAN,9.599,-9.474,0.532,0.959,0.722,1.628,1.425,194,sunny,Day,LEVEL_1,v2.0.1
seg_0012,1691300006900000,det_0006918,PEDESTRIAN,11.444,-10.404,1.218,0.665,0.596,1.957,1.574,173,sunny,Day,LEVEL_1,v2.0.1
seg_0107,1693675016800000,det_0025227,PEDESTRIAN,4.345,8.885,1.340,0.971,0.774,1.612,0.131,267,Sunny,Day,LEVEL_1,v2.0.1
seg_0133,1694325013600000,det_0002755,VEHICLE,-5.397,-8.849,1.063,2.980,1.879,1.424,15.758,294,sunny,Day,LEVEL_1,v2.0.1
seg_0002,1691050018200000,det_0011371,VEHICLE,19.396,-6.561,0.644,4.373,1.791,1.565,11.455,146,fog,Day,LEVEL_1,v2.0.1
seg_0054,1692350015700000,det_0006433,PEDESTRIAN,15.211,11.951,1.541,0.782,0.748,2.042,1.213,130,sunny,Day,LEVEL_1,v2.0.1
seg_0071,1692775001400000,det_0018649,SIGN,-13.762,2.550,0.551,0.521,0.590,2.677,0.000,216,soleado,Day,LEVEL_1,v2.0.1
seg_0079,1692975015600000,det_0024316,CYCLIST,36.529,13.027,0.756,1.497,0.884,1.679,1.124,47,sunny,Day,LEVEL_1,v2.0.1
seg_0130,1694250002500000,det_0037807,VEHICLE,66.044,-8.210,1.491,3.804,1.972,1.676,8.254,22, rain,Day,LEVEL_2,v2.0.1
seg_0110,1693750014300000,det_0021453,Pedestrian,8.355,-7.605,1.058,0.722,0.796,1.504,2.136,251,sunny,Night,LEVEL_1,v2.0.1
seg_0038,1691950002500000,det_0023356,VEHICLE,-11.409,-14.100,1.340,3.514,1.739,1.667,9.400,125,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0106,1693650008100000,det_0038953,PEDESTRIAN,-1.604,-7.204,1.434,0.861,0.840,1.593,0.990,343,sunny,Night,LEVEL_1,v2.0.1
seg_0033,1691825011300000,det_0039694,VEHICLE,-3.687,21.614,1.616,4.746,1.740,1.694,10.173,117,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0023,1691575004400000,det_0024546,PEDESTRIAN,13.185,11.273,1.136,0.988,0.867,1.735,1.167,152,rain,Day,LEVEL_1,v2.0.1
seg_0011,1691275000700000,det_0036926,PEDESTRIAN,32.689,0.799,0.827,0.710,1.043,1.680,1.265,74,sunny,Day,LEVEL_1,v2.0.1
seg_0122,1694050009400000,det_0030867,VEHICLE,39.373,1.402,1.022,5.672,2.043,1.451,5.876,42,sunny,Day,LEVEL_1,v2.0.1
seg_0073,1692825016000000,det_0013404,VEHICLE,56.279,-6.590,1.581,5.229,1.567,2.103,2.545,27,Sunny,Night,LEVEL_1,v2.0.1
seg_0122,1694050001700000,det_0011602,Pedestrian,-18.972,4.003,0.692,0.873,0.676,1.741,1.588,131,Fog,Day,LEVEL_1,v2.0.1
seg_0143,1694575002300000,det_0006913,VEHICLE,-7.647,3.750,1.569,6.478,1.851,1.326,17.120,323,fog,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0050,1692250018300000,det_0000253,VEHICLE,4.483,-0.301,0.426,5.021,1.951,1.441,4.142,459,soleado,Day,LEVEL_1,v2.0.1
seg_0117,1693925019500000,det_0028213,VEHICLE,-3.463,-28.357,0.662,4.668,2.051,1.753,8.193,77,sunny,Day,LEVEL_1,v2.0.1
seg_0023,1691575001700000,det_0038631,PEDESTRIAN,19.126,-9.904,0.929,0.777,1.053,1.561,1.696,103,rain,Day,LEVEL_1,v2.0.1
seg_0051,1692275000700000,det_0025123,VEHICLE,-16.765,-4.344,0.853,4.557,1.958,1.432,4.894,160,Sunny,Day,LEVEL_1,v2.0.1
seg_0021,1691525015800000,det_0017509,VEHICLE,-11.360,5.250,0.995,5.604,1.821,1.458,5.692,221,sunny,Day,LEVEL_1,v2.0.1
seg_0061,1692525019200000,det_0010776,VEHICLE,27.562,8.441,1.111,3.817,1.892,1.220,1.235,87,,Day,LEVEL_1,v2.0.1
seg_0007,1691175011500000,det_0010531,CYCLIST,49.067,-16.921,0.349,1.689,0.634,1.664,5.470,25,SUNNY,Day,LEVEL_1,v2.0.1
seg_0014,1691350003500000,det_0025851,VEHICLE,7.950,18.416,1.147,4.980,2.038,1.529,5.409,116,sunny,Day,LEVEL_1,v2.0.1
seg_0108,1693700017900000,det_0032849,PEDESTRIAN,63.968,3.926,0.269,0.826,0.624,1.938,1.097,16,,Day,LEVEL_2,v2.0.1
seg_0088,1693200002700000,det_0027574,PEDESTRIAN,-3.265,4.479,0.883,0.961,0.868,1.889,1.234,438,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0070,1692750009900000,det_0002019,VEHICLE,-10.485,17.007,0.984,4.675,1.843,1.595,5.869,111,sunny,Day,LEVEL_1,v2.0.1
seg_0034,1691850009900000,det_0024483,VEHICLE,-6.644,28.335,0.363,4.334,1.890,1.920,14.488,75,sunny,Day,LEVEL_1,v2.0.1
seg_0117,1693925000900000,det_0002994,PEDESTRIAN,36.991,-7.290,1.201,0.915,0.816,1.841,1.217,56,sunny,Day,LEVEL_1,v2.0.1
seg_0092,1693300010200000,det_0036723,VEHICLE,-1.904,11.859,0.565,4.338,2.046,2.107,10.049,226,rain,Day,LEVEL_1,v2.0.1
seg_0122,1694050018200000,det_0027091,PEATON,-15.815,17.918,0.484,0.939,0.831,1.685,1.161,109,sunny,Day,LEVEL_2,v2.0.1
seg_0128,1694200004100000,det_0020494,VEHICLE,24.572,1.713,0.581,5.555,1.738,1.620,18.685,100,sunny,Night,LEVEL_1,v2.0.1
seg_0134,1694350015400000,det_0023476,VEHICLE,22.594,7.067,-0.019,4.088,1.678,1.679,4.763,87,sunny,Day,LEVEL_1,v2.0.1
seg_0025,1691625009000000,det_0023528,PEDESTRIAN,52.046,-16.999,0.717,0.726,0.836,1.604,280.833,32,fog,Day,LEVEL_1,v2.0.1
seg_0002,1691050015900000,det_0002974,SIGN,31.101,4.110,0.385,0.358,0.415,2.680,0.000,81, rain,Night,LEVEL_1,v2.0.1
seg_0049,1692225013500000,det_0005873,SIGN,53.370,-9.869,0.553,0.288,0.472,1.964,0.000,33, rain,Day,LEVEL_1,v2.0.1
seg_0076,1692900004500000,det_0009183,VEHICLE,-4.818,-8.531,1.123,5.557,2.037,1.510,9.277,286,sunny,Night,LEVEL_1,v2.0.1
seg_0135,1694375000000000,det_0026897,VEHICLE,26.497,-8.774,1.037,4.933,2.201,1.151,19.044,73,sunny,Day,LEVEL_1,v2.0.1
seg_0084,1693100000300000,det_0032281,VEHICLE,19.711,-6.853,0.360,4.171,2.191,1.746,1.261,142,soleado,Day,LEVEL_1,v2.0.1
seg_0075,1692875007400000,det_0030249,VEHICLE,15.208,-2.804,0.567,6.012,2.222,1.187,14.755,166, rain,Day,LEVEL_1,v2.0.1
seg_0150,1694750016600000,det_0006347,VEHICLE,40.320,17.537,0.069,4.794,1.943,1.445,4.217,50,SUNNY,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0143,1694575018100000,det_0018384,VEHICLE,1.988,27.223,1.418,2.848,2.185,1.481,12.333,79,sunny,Day,LEVEL_1,v2.0.1
seg_0056,1692400001500000,det_0028877,VEHICLE,45.057,13.398,0.673,3.657,1.524,1.813,9.942,40,fog,Day,LEVEL_1,v2.0.1
seg_0079,1692975006200000,det_0015612,VEHICLE,26.971,-14.463,0.922,4.973,1.801,1.567,6.624,72,sunny,Day,LEVEL_1,v2.0.1
seg_0009,1691225007100000,det_0019440,PEDESTRIAN,53.748,20.012,0.145,0.809,0.717,1.633,1.627,28,sunny,Day,LEVEL_1,v2.0.1
seg_0072,1692800015800000,det_0007268,SIGN,-3.367,3.437,0.762,0.532,0.399,1.425,0.000,472,rain,Day,LEVEL_1,v2.0.1
seg_0015,1691375011800000,det_0035196,VEHICLE,46.216,18.088,0.928,3.730,1.384,1.582,10.664,30,fog,Night,LEVEL_1,v2.0.1
seg_0050,1692250010300000,det_0036659,VEHICLE,19.366,11.591,1.177,5.358,2.040,1.562,9.851,123,,Day,LEVEL_1,v2.0.1
seg_0107,1693675007200000,det_0020429,PEDESTRIAN,17.514,-11.537,1.149,0.718,0.818,1.938,1.397,115,sunny,Day,LEVEL_1,v2.0.1
seg_0129,1694225007500000,det_0029840,VEHICLE,17.603,4.025,1.000,4.895,1.695,2.047,6.474,134,Sunny,Night,LEVEL_1,v2.0.1
seg_0096,1693400002200000,det_0015106,PEDESTRIAN,-24.315,-14.255,1.611,1.039,0.724,1.849,1.100,79,sunny,Day,LEVEL_1,v2.0.1
seg_0034,1691850007000000,det_0001511,VEHICLE,-3.689,-5.192,0.150,4.286,1.900,1.770,9.113,360,sunny,Day,LEVEL_1,v2.0.1
seg_0062,1692550014200000,det_0009459,VEHICLE,29.452,3.383,0.919,4.246,1.763,1.424,11.700,69,rain,Day,LEVEL_1,v2.0.1
seg_0063,1692575018900000,det_0008299,VEHICLE,-3.683,-10.633,0.905,3.608,2.434,1.576,11.816,272,Sunny,Day,LEVEL_1,v2.0.1
seg_0119,1693975000100000,det_0039030,CYCLIST,32.554,6.353,0.930,1.997,0.797,1.680,4.661,68,SUNNY,Day,LEVEL_1,v2.0.1
seg_0111,1693775017700000,det_0003714,VEHICLE,38.100,-2.393,0.479,4.995,1.984,1.210,17.328,50,sunny,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0096,1693400000100000,det_0011191,VEHICLE,19.751,16.521,0.469,6.496,1.856,1.439,2.791,106,rain,Day,LEVEL_1,v2.0.1
seg_0059,1692475001700000,det_0035874,VEHICLE,-25.029,-1.385,0.826,3.794,1.658,1.650,9.758,99,Fog,Day,LEVEL_1,v2.0.1
seg_0141,1694525019600000,det_0037905,PEDESTRIAN,7.914,23.506,1.272,0.723,0.704,1.713,1.185,-1,sunny,Day,LEVEL_1,v2.0.1
seg_0061,1692525002400000,det_0023298,Pedestrian,38.210,-7.072,0.882,1.002,0.878,1.638,0.617,48,sunny,Day,LEVEL_1,v2.0.1
seg_0072,1692800017900000,det_0000518,SIGN,1.396,-4.600,1.029,0.446,0.283,2.209,0.000,463,rain,Day,LEVEL_1,v2.0.1
seg_0049,1692225001500000,det_0034515,PEDESTRIAN,40.235,4.936,1.240,0.761,0.957,1.519,1.733,38,sunny,Day,LEVEL_1,v2.0.1
seg_0107,1693675005200000,det_0015060,PEDESTRIAN,13.508,20.089,0.737,1.020,0.963,1.847,0.920,97,Sunny,Night,LEVEL_1,v2.0.1
seg_0016,1691400006900000,det_0027980,Pedestrian,42.162,0.424,0.861,0.765,0.703,1.585,1.648,49, rain,Day,LEVEL_1,v2.0.1
seg_0131,1694275018000000,det_0038534,VEHICLE,33.402,13.921,1.188,4.994,2.084,1.743,13.913,61,Sunny,Day,LEVEL_1,v2.0.1
seg_0143,1694575001900000,det_0017872,PEATON,10.945,16.857,1.271,0.898,0.781,1.654,0.886,137,soleado,Night,LEVEL_1,v2.0.1
seg_0097,1693425005300000,det_0038004,SIGN,19.283,9.130,0.694,0.809,0.346,2.212,0.000,123,rain,Day,LEVEL_1,v2.0.1
seg_0152,1694800015800000,det_0020069,VEHICLE,59.048,-18.132,0.409,6.498,2.015,1.452,12.596,22, rain,Day,LEVEL_2,v2.0.1
seg_0120,1694000007800000,det_0023077,VEHICLE,15.502,13.150,1.729,4.064,2.093,1.754,3.943,115,sunny,Day,LEVEL_1,v2.0.1
seg_0110,1693750014400000,det_0021624,VEHICLE,42.383,5.881,0.795,3.970,2.078,1.529,4.339,38,sunny,Day,LEVEL_1,v2.0.1
seg_0110,1693750015400000,det_0031184,PEDESTRIAN,28.493,-10.478,0.579,0.859,0.761,1.835,0.604,54,sunny,Night,LEVEL_1,v2.0.1
seg_0043,1692075019800000,det_0036944,VEHICLE,-16.969,-24.002,0.604,5.828,2.017,1.665,11.506,76,sunny,Day,LEVEL_1,v2.0.1
seg_0140,1694500013500000,det_0004334,PEDESTRIAN,12.276,3.003,0.879,0.977,0.952,1.814,1.924,-1,Sunny,Night,LEVEL_1,v2.0.1
seg_0064,1692600017000000,det_0009376,VEHICLE,7.999,1.158,1.218,3.641,1.939,1.672,10.510,332,rain,Day,LEVEL_2,v2.0.1
seg_0015,1691375007900000,det_0036839,Pedestrian,62.636,-13.115,1.313,0.709,0.637,1.589,1.771,28,sunny,Night,LEVEL_1,v2.0.1
seg_0042,1692050004800000,det_0034103,VEHICLE,-7.172,-10.345,0.978,4.062,1.806,1.765,8.007,208,sunny,Day,LEVEL_1,v2.0.1
seg_0112,1693800014000000,det_0001001,PEDESTRIAN,-6.695,-9.997,1.322,0.963,1.062,1.786,1.322,228,sunny,Night,LEVEL_1,v2.0.1
seg_0104,1693600004800000,det_0007681,VEHICLE,37.532,11.015,0.756,3.231,1.927,1.651,3.731,47,sunny,Day,LEVEL_1,v2.0.1
seg_0146,1694650018400000,det_0019971,SIGN,-19.043,-25.869,0.937,0.608,0.208,1.977,0.000,-1,sunny,Day,LEVEL_1,v2.0.1
seg_0012,1691300019100000,det_0035865,VEHICLE,-1.864,-9.418,0.740,4.754,1.434,1.713,10.512,281,RAIN ,Day,LEVEL_1,v2.0.1
seg_0003,1691075001500000,det_0012067,PEDESTRIAN,20.712,6.436,0.996,0.790,0.974,1.681,2.436,125,sunny,Day,LEVEL_1,v2.0.1
seg_0047,1692175013000000,det_0022938,VEHICLE,41.436,7.920,0.477,17.426,2.640,3.429,0.880,45,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0042,1692050013400000,det_0013099,VEHICLE,40.045,4.312,0.026,4.213,1.953,1.376,9.371,49,rain,Day,LEVEL_1,v2.0.1
seg_0071,1692775010100000,det_0000053,VEHICLE,-0.670,-6.065,0.786,4.017,2.117,1.917,8.993,380,sunny,Day,LEVEL_2,v2.0.1
seg_0094,1693350013400000,det_0004638,Ped,33.191,-22.416,1.072,0.966,0.795,1.488,1.490,51,sunny,Day,LEVEL_1,v2.0.1
seg_0050,1692250013700000,det_0031634,VEHICLE,4.515,-21.270,0.640,4.586,1.879,1.524,16.114,106,rain,Day,LEVEL_1,v2.0.1
seg_0012,1691300016200000,det_0013511,VEHICLE,13.538,1.087,0.861,5.200,2.253,2.093,4.497,190,SUNNY,Day,LEVEL_1,v2.0.1
seg_0079,1692975002000000,det_0038012,VEHICLE,10.288,6.753,0.567,3.821,1.842,1.715,3.389,-1,rain,Day,LEVEL_1,v2.0.1
seg_0125,1694125000800000,det_0017250,VEHICLE,21.869,0.831,1.157,4.554,1.817,1.658,6.960,106,rain,Dawn/Dusk,LEVEL_1,v2.0.1
seg_0060,1692500009200000,det_0001282,SIGN,25.145,1.626,0.023,0.450,0.616,1.027,0.000,99,sunny,Night,LEVEL_1,v2.0.1
